pktArtWert#pktArtText#oid#pktKnng#east#north#markeWert#markeText#relHoehe#gebArtWert#gebArtText#gStWert#gStText
11003#Grenzpunkt#DEBYvAAAC0DbwgDk##565888.620#5493954.520#1655#Schlagmarke####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgDh##565978.430#5493917.540#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgEH##565967.140#5493903.300#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgDu##565965.820#5493899.640#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgDr##565908.540#5493974.640#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgEQ##565978.120#5493925.400#1500#Pfahl####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgDo##565978.180#5493921.420#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgEP##565983.070#5493933.090#1500#Pfahl####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgEO##565948.740#5493953.580#1120#Unbehauener Feldstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAAAAAAecR#20705204-7531#566272.920#5494089.240#1300#Bolzen/Nagel####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJb##566070.800#5494012.910#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAAAAAAecN#20705204-7532#566273.860#5494089.620#1300#Bolzen/Nagel####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJj##566091.510#5494062.130#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJi##566097.790#5494064.510#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAAAAAAecY#20705204-7517#566233.150#5494132.750#1300#Bolzen/Nagel####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAAAAAAecV#20705204-7525#566254.830#5494110.920#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJe##566066.110#5494000.450#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIr##566077.000#5494023.320#9500#Ohne Marke####3300#S<=500cm
